Wave   ;IRR_bright_10cm
860.71000;0.00786
861.27000;0.00784
861.83000;0.00788
862.39000;0.00795
862.96000;0.00802
863.52000;0.00800
864.08000;0.00796
864.64000;0.00794
865.20000;0.00806
865.77000;0.00821
866.33000;0.00834
866.89000;0.00835
867.45000;0.00835
868.01000;0.00826
868.58000;0.00827
869.14000;0.00833
869.70000;0.00839
870.26000;0.00846
870.82000;0.00848
871.38000;0.00855
871.95000;0.00857
872.51000;0.00863
873.07000;0.00851
873.63000;0.00855
874.19000;0.00865
874.75000;0.00888
875.31000;0.00899
875.88000;0.00900
876.44000;0.00905
877.00000;0.00905
877.56000;0.00913
878.12000;0.00904
878.68000;0.00906
879.24000;0.00900
879.80000;0.00918
880.36000;0.00915
880.92000;0.00919
881.48000;0.00909
882.05000;0.00909
882.61000;0.00896
883.17000;0.00887
883.73000;0.00882
884.29000;0.00888
884.85000;0.00887
885.41000;0.00881
885.97000;0.00876
886.53000;0.00869
887.09000;0.00868
887.65000;0.00862
888.21000;0.00865
888.77000;0.00860
889.33000;0.00857
889.89000;0.00855
890.45000;0.00851
891.01000;0.00854
891.57000;0.00852
892.13000;0.00862
892.69000;0.00869
893.25000;0.00874
893.81000;0.00882
894.37000;0.00898
894.93000;0.00919
895.49000;0.00927
896.05000;0.00926
896.61000;0.00941
897.17000;0.00964
897.73000;0.00997
898.29000;0.01007
898.85000;0.01023
899.41000;0.01034
899.96000;0.01047
900.52000;0.01059
901.08000;0.01066
901.64000;0.01075
902.20000;0.01060
902.76000;0.00972
903.32000;0.00940
903.88000;0.00946
904.44000;0.01024
905.00000;0.01060
905.55000;0.01077
906.11000;0.01105
906.67000;0.01110
907.23000;0.01128
907.79000;0.01145
908.35000;0.01167
908.91000;0.01184
909.46000;0.01168
910.02000;0.01153
910.58000;0.01126
911.14000;0.01136
911.70000;0.01140
912.26000;0.01171
912.81000;0.01193
913.37000;0.01223
913.93000;0.01231
914.49000;0.01238
915.05000;0.01254
915.61000;0.01263
916.16000;0.01268
916.72000;0.01279
917.28000;0.01287
917.84000;0.01298
918.39000;0.01300
918.95000;0.01300
919.51000;0.01284
920.07000;0.01252
920.62000;0.01270
921.18000;0.01279
921.74000;0.01321
922.30000;0.01339
922.85000;0.01361
923.41000;0.01371
923.97000;0.01369
924.53000;0.01400
925.08000;0.01415
925.64000;0.01427
926.20000;0.01442
926.75000;0.01473
927.31000;0.01507
927.87000;0.01547
928.43000;0.01578
928.98000;0.01620
929.54000;0.01644
930.10000;0.01686
930.65000;0.01735
931.21000;0.01769
931.77000;0.01767
932.32000;0.01725
932.88000;0.01676
933.44000;0.01654
933.99000;0.01654
934.55000;0.01697
935.11000;0.01749
935.66000;0.01795
936.22000;0.01826
936.77000;0.01847
937.33000;0.01923
937.89000;0.02056
938.44000;0.02233
939.00000;0.02402
939.55000;0.02504
940.11000;0.02547
940.67000;0.02547
941.22000;0.02524
941.78000;0.02508
942.33000;0.02451
942.89000;0.02380
943.44000;0.02345
944.00000;0.02330
944.56000;0.02364
945.11000;0.02378
945.67000;0.02408
946.22000;0.02424
946.78000;0.02444
947.33000;0.02480
947.89000;0.02500
948.44000;0.02474
949.00000;0.02449
949.55000;0.02445
950.11000;0.02471
950.66000;0.02484
951.22000;0.02466
951.77000;0.02427
952.33000;0.02401
952.88000;0.02414
953.44000;0.02442
953.99000;0.02436
954.55000;0.02412
955.10000;0.02385
955.66000;0.02391
956.21000;0.02424
956.77000;0.02466
957.32000;0.02494
957.88000;0.02478
958.43000;0.02450
958.98000;0.02429
959.54000;0.02453
960.09000;0.02495
960.65000;0.02526
961.20000;0.02542
961.75000;0.02551
962.31000;0.02566
962.86000;0.02581
963.42000;0.02575
963.97000;0.02593
964.52000;0.02595
965.08000;0.02617
965.63000;0.02619
966.19000;0.02637
966.74000;0.02660
967.29000;0.02648
967.85000;0.02641
968.40000;0.02634
968.95000;0.02645
969.51000;0.02665
970.06000;0.02671
970.61000;0.02697
971.17000;0.02727
971.72000;0.02758
972.27000;0.02788
972.83000;0.02772
973.38000;0.02764
973.93000;0.02768
974.49000;0.02797
975.04000;0.02833
975.59000;0.02844
976.14000;0.02863
976.70000;0.02869
977.25000;0.02904
977.80000;0.02913
978.35000;0.02938
978.91000;0.02948
979.46000;0.02958
980.01000;0.02986
