Wave   ;IRR_bright_10cm
980.57000;0.03015
981.12000;0.03042
981.67000;0.03045
982.22000;0.03051
982.77000;0.03089
983.33000;0.03116
983.88000;0.03135
984.43000;0.03165
984.98000;0.03190
985.54000;0.03229
986.09000;0.03245
986.64000;0.03267
987.19000;0.03283
987.74000;0.03295
988.29000;0.03297
988.85000;0.03298
989.40000;0.03308
989.95000;0.03349
990.50000;0.03383
991.05000;0.03425
991.60000;0.03452
992.16000;0.03481
992.71000;0.03499
993.26000;0.03526
993.81000;0.03550
994.36000;0.03560
994.91000;0.03578
995.46000;0.03594
996.01000;0.03620
996.57000;0.03624
997.12000;0.03647
997.67000;0.03666
998.22000;0.03693
998.77000;0.03705
999.32000;0.03725
999.87000;0.03751
1000.42000;0.03775
1000.97000;0.03796
1001.52000;0.03806
1002.07000;0.03824
1002.62000;0.03840
1003.17000;0.03855
1003.72000;0.03854
1004.27000;0.03859
1004.83000;0.03869
1005.38000;0.03903
1005.93000;0.03938
1006.48000;0.03990
1007.03000;0.04031
1007.58000;0.04067
1008.13000;0.04103
1008.68000;0.04134
1009.23000;0.04160
1009.78000;0.04188
1010.33000;0.04216
1010.88000;0.04249
1011.43000;0.04275
1011.97000;0.04274
1012.52000;0.04274
1013.07000;0.04254
1013.62000;0.04262
1014.17000;0.04238
1014.72000;0.04227
1015.27000;0.04228
1015.82000;0.04232
1016.37000;0.04231
1016.92000;0.04236
1017.47000;0.04249
1018.02000;0.04266
1018.57000;0.04254
1019.12000;0.04290
1019.67000;0.04306
1020.21000;0.04343
1020.76000;0.04347
1021.31000;0.04364
1021.86000;0.04352
1022.41000;0.04367
1022.96000;0.04381
1023.51000;0.04409
1024.06000;0.04412
1024.60000;0.04469
1025.15000;0.04469
1025.70000;0.04462
1026.25000;0.04444
1026.80000;0.04511
1027.35000;0.04622
1027.89000;0.04717
1028.44000;0.04682
1028.99000;0.04610
1029.54000;0.04523
1030.09000;0.04596
1030.63000;0.04576
1031.18000;0.04598
1031.73000;0.04614
1032.28000;0.04668
1032.83000;0.04645
1033.37000;0.04591
1033.92000;0.04645
1034.47000;0.04701
1035.02000;0.04689
1035.56000;0.04599
1036.11000;0.04641
1036.66000;0.04666
1037.21000;0.04699
1037.75000;0.04623
1038.30000;0.04684
1038.85000;0.04705
1039.40000;0.04837
1039.94000;0.04878
1040.49000;0.04966
1041.04000;0.04892
1041.58000;0.04875
1042.13000;0.04824
1042.68000;0.04786
1043.22000;0.04766
1043.77000;0.04897
1044.32000;0.04934
1044.86000;0.04935
1045.41000;0.04841
1045.96000;0.04874
1046.50000;0.04911
1047.05000;0.04886
1047.60000;0.04848
1048.14000;0.04885
1048.69000;0.04958
1049.24000;0.05107
1049.78000;0.05143
1050.33000;0.05149
1050.88000;0.05068
1051.42000;0.05055
1051.97000;0.05017
1052.51000;0.05057
1053.06000;0.05076
1053.61000;0.05156
1054.15000;0.05131
1054.70000;0.05098
1055.24000;0.05080
1055.79000;0.05120
1056.33000;0.05208
1056.88000;0.05201
1057.42000;0.05142
1057.97000;0.05127
1058.52000;0.05220
1059.06000;0.05246
1059.61000;0.05365
1060.15000;0.05347
1060.70000;0.05428
1061.24000;0.05323
1061.79000;0.05447
1062.33000;0.05627
1062.88000;0.05642
1063.42000;0.05498
1063.97000;0.05338
1064.51000;0.05322
1065.06000;0.05287
1065.60000;0.05489
1066.15000;0.05648
1066.69000;0.05846
1067.24000;0.05745
1067.78000;0.05590
1068.32000;0.05804
1068.87000;0.05685
1069.41000;0.05981
1069.96000;0.05871
1070.50000;0.06054
1071.05000;0.05933
1071.59000;0.05748
1072.14000;0.05655
1072.68000;0.05710
1073.22000;0.05763
1073.77000;0.05939
1074.31000;0.05945
1074.86000;0.05993
1075.40000;0.05998
1075.94000;0.05932
1076.49000;0.06189
1077.03000;0.06162
1077.57000;0.06347
1078.12000;0.06156
1078.66000;0.06389
1079.20000;0.06316
1079.75000;0.06268
1080.29000;0.06061
1080.83000;0.06190
1081.38000;0.06237
1081.92000;0.06424
1082.46000;0.06398
1083.01000;0.06564
1083.55000;0.06423
1084.09000;0.06327
1084.64000;0.06132
1085.18000;0.06383
1085.72000;0.06259
1086.27000;0.06400
1086.81000;0.06406
1087.35000;0.06929
1087.89000;0.07301
1088.44000;0.07147
1088.98000;0.07238
1089.52000;0.07151
1090.06000;0.07414
1090.61000;0.07268
1091.15000;0.07054
1091.69000;0.06921
1092.23000;0.06777
1092.78000;0.06998
1093.32000;0.06949
1093.86000;0.06887
1094.40000;0.07003
1094.94000;0.07363
1095.49000;0.07445
1096.03000;0.07205
1096.57000;0.06926
1097.11000;0.06888
1097.65000;0.07035
1098.19000;0.07581
1098.74000;0.07678
1099.28000;0.07596
1099.82000;0.07099
1100.36000;0.00000
