"","u","s","m","l","u.r","s.r","m.r","l.r","x","y","z","h.theta","h.phi","r.vec","r.max","r.achieved","lum"
"M1_BF_BRIG_080_K176528_P4",0.0826520475446187,0.215572500961998,0.309081401160561,0.392694050332822,-0.167347952455381,-0.0344274990380018,0.0590814011605608,0.142694050332822,0.108464354602425,0.00349885310451084,-0.167347952455381,0.0322469096605366,-0.995494710442565,0.199454494517862,0.297963750962297,0.669391809821525,0.0109135858586787
"M1_BF_BRIG_083_K176540_P1",0.0796321233477874,0.270957442915289,0.293180334448352,0.356230099288572,-0.170367876652213,0.020957442915289,0.0431803344483518,0.106230099288572,0.0522186242815577,-0.0144344794850675,-0.170367876652213,-0.269689582867332,-1.26290899017416,0.178774585203957,0.262336111591192,0.68147150660885,0.0270070050059059
"M1_BF_BRIG_083_K176540_P2",0.062923514223954,0.155754487306912,0.336435923381002,0.444886075088133,-0.187076485776046,-0.0942455126930882,0.0864359233810017,0.194886075088133,0.177056214646179,0.0255376154948453,-0.187076485776046,0.143246608549867,-0.807768292958116,0.258841040950448,0.345902693057204,0.748305943104184,0.0177716629131371
"M1_BF_BRIG_083_K176540_P3",0.0608012583093173,0.13051665539892,0.353719612895994,0.454962473395769,-0.189198741690683,-0.119483344601079,0.103719612895994,0.204962473395769,0.198681675818044,0.0431194058104792,-0.189198741690683,0.21371335865911,-0.749469819881383,0.277722622990373,0.366972079873047,0.756794966762731,0.0175189844952909
"M1_BF_BRIG_083_K176540_P4",0.0783060516466694,0.216703255455944,0.304022938163805,0.400967754733582,-0.171693948353331,-0.0332967445440561,0.0540229381638045,0.150967754733582,0.112838500234913,-0.00340299871179489,-0.171693948353331,-0.03014899681148,-0.989162559213207,0.205482163305366,0.299198319562351,0.686775793413323,0.00964178136818637
"M1_BF_BRIG_083_K176541_P1",0.077992685274254,0.267482321525852,0.294359624339054,0.360165368860839,-0.172007314725746,0.0174823215258523,0.0443596243390541,0.11016536886084,0.0567565434442348,-0.0137632825565824,-0.172007314725746,-0.237904496223394,-1.24348001736962,0.181651450557466,0.264017043180833,0.688029258902984,0.024435991637798
"M1_BF_BRIG_083_K176541_P2",0.0649099570690389,0.158885547543863,0.340131057796259,0.436073437590839,-0.185090042930961,-0.0911144524561368,0.0901310577962591,0.186073437590839,0.169742223373445,0.0301592110015813,-0.185090042930961,0.175841487897668,-0.820878859947464,0.252943322497716,0.341649013761458,0.740360171723844,0.0225830688292372
"M1_BF_BRIG_083_K176541_P3",0.0679019020103278,0.16980459743526,0.334438023623934,0.427855476930478,-0.182098097989672,-0.08019540256474,0.0844380236239337,0.177855476930478,0.158023245609929,0.0251786486768753,-0.182098097989672,0.158006885636875,-0.849852911969214,0.242414990860189,0.332808241184839,0.728392391958688,0.0259862997370338
"M1_BF_BRIG_083_K176541_P4",0.0765009751279713,0.189101578913926,0.310498999904396,0.423898446053707,-0.173499024872029,-0.0608984210860742,0.060498999904396,0.173898446053707,0.14378312942413,0.00282771112297153,-0.173499024872029,0.0196639665565999,-0.878688386577422,0.225351937841093,0.324716432855041,0.693996099488115,0.00623244361448268
"M1_BF_BRIG_083_K176542_P1",0.0736337263293099,0.266315830407586,0.293985289227929,0.366065154035175,-0.17636627367069,0.0163158304075857,0.0439852892279292,0.116065154035175,0.0610837362688351,-0.0157014496142932,-0.17636627367069,-0.251600955428605,-1.22736252600126,0.1873040865679,0.265504399834451,0.70546509468276,0.0261865540056568
"M1_BF_BRIG_083_K176542_P2",0.0598754886581394,0.140198198783048,0.340516595776833,0.459409716781979,-0.190124511341861,-0.109801801216952,0.0905165957768333,0.209409716781979,0.195476334779157,0.0287881824057764,-0.190124511341861,0.146220873241012,-0.766158549783628,0.274202638057884,0.360556663791818,0.760498045367443,0.016539134240622
"M1_BF_BRIG_083_K176542_P3",0.0594509370094858,0.144732595826216,0.340600207864645,0.455216259299653,-0.190549062990514,-0.105267404173784,0.0906002078646453,0.205216259299653,0.190131637244982,0.0287267647423346,-0.190549062990514,0.149954637916185,-0.780851957255118,0.27071056850552,0.355171739310779,0.762196251962057,0.0232510210054703
"M1_BF_BRIG_083_K176542_P4",0.0731585302827545,0.225877536719409,0.304489301480885,0.396474631516952,-0.176841469717246,-0.0241224632805912,0.0544893014808853,0.146474631516952,0.104468958463798,-0.00472826934715168,-0.176841469717246,-0.0452291743338205,-1.03675846008409,0.205448351721997,0.290441421984463,0.707365878868982,0.0150702793009891
"M1_BF_BRIG_083_K176543_P1",0.0809644342200656,0.271302720276233,0.294087341925993,0.353645503577708,-0.169035565779934,0.0213027202762332,0.0440873419259927,0.103645503577708,0.0504244507722954,-0.0130014097518091,-0.169035565779934,-0.252343197108846,-1.27195870937249,0.176874770359609,0.261594016536557,0.676142263119737,0.0215928293483015
"M1_BF_BRIG_083_K176543_P2",0.0625589540114191,0.153377616329395,0.342812398458625,0.441251031200561,-0.187441045988581,-0.0966223836706049,0.0928123984586248,0.191251031200561,0.176285744236722,0.0321719971468096,-0.187441045988581,0.180512590583199,-0.807878832535351,0.259318041683957,0.345866136624839,0.749764183954324,0.0230362584586072
"M1_BF_BRIG_083_K176543_P3",0.0641285522987009,0.141575676729916,0.347481850826517,0.446813920144866,-0.185871447701299,-0.108424323270084,0.0974818508265168,0.196813920144866,0.186919486587519,0.0376796360937935,-0.185871447701299,0.198916415157976,-0.772630347004987,0.266283391357552,0.358155320048775,0.743485790805196,0.0219058114980239
"M1_BF_BRIG_083_K176543_P4",0.0758165965947558,0.193304301816038,0.317800867300163,0.413078234289044,-0.174183403405244,-0.0566956981839624,0.0678008673001628,0.163078234289044,0.134583498330938,0.0103305466984115,-0.174183403405244,0.0766091612048246,-0.91153194981316,0.220361739510097,0.316278323884591,0.696733613620977,0.00873214020156276
"M1_BF_BRIG_083_K176544_P1",0.0786804203133229,0.272030606692906,0.294857919429764,0.354431053564008,-0.171319579686677,0.0220306066929057,0.0448579194297636,0.104431053564008,0.0504597623528788,-0.0129916097451808,-0.171319579686677,-0.251991870327721,-1.27554446538422,0.17906805389153,0.261307047068151,0.685278318746708,0.0221735736030669
"M1_BF_BRIG_083_K176544_P2",0.0689254053387846,0.17986253871111,0.329409378341073,0.421802677609032,-0.181074594661215,-0.0701374612888898,0.0794093783410733,0.171802677609032,0.148157472149499,0.0202068279793961,-0.181074594661215,0.135551146849786,-0.880528000717827,0.234833901476005,0.324222597205549,0.724298378644862,0.0208425520416886
"M1_BF_BRIG_083_K176544_P3",0.0557924201464784,0.130734829898223,0.352076577389047,0.461396172566252,-0.194207579853522,-0.119265170101777,0.102076577389047,0.211396172566252,0.202487891800063,0.0396058117720365,-0.194207579853522,0.193157333257962,-0.755154347002109,0.283348814580753,0.36474994281179,0.776830319414087,0.0189361515788065
"M1_BF_BRIG_083_K176544_P4",0.0802277223439777,0.224599104696076,0.300283840952349,0.394889332007597,-0.169772277656022,-0.0254008953039235,0.0502838409523488,0.144889332007597,0.104281041273946,-0.00668949701176189,-0.169772277656022,-0.0640609608872736,-1.01905532734043,0.199353733850065,0.293560492623504,0.679089110624089,0.0103930364178693
"M1_BF_BRIG_083_K176545_P1",0.0774383131678949,0.271680529427378,0.293306539819907,0.357574617584821,-0.172561686832105,0.0216805294273779,0.0433065398199065,0.107574617584821,0.0525991719768426,-0.0150762475014138,-0.172561686832105,-0.279141610194708,-1.26373761289065,0.181029008431563,0.262267093807005,0.69024674732842,0.0295197177424336
"M1_BF_BRIG_083_K176545_P2",0.0649886140896704,0.162891550707132,0.339678862824732,0.432440972378466,-0.18501138591033,-0.0871084492928682,0.0896788628247319,0.182440972378466,0.165064635889268,0.0297073952617415,-0.18501138591033,0.178068062053782,-0.834390390233448,0.249715991219935,0.337433274702572,0.740045543641318,0.0186791197602886
"M1_BF_BRIG_083_K176545_P3",0.0566245661853555,0.125206073934557,0.350888913525192,0.467280446354896,-0.193375433814645,-0.124793926065443,0.100888913525192,0.217280446354896,0.209476916628153,0.0386403120676966,-0.193375433814645,0.182410509209364,-0.737118421934238,0.287693779424806,0.371936824845819,0.773501735258578,0.0172861844660922
"M1_BF_BRIG_083_K176545_P4",0.0775694101772186,0.19802944994904,0.308815867257973,0.415585272615768,-0.172430589822781,-0.0519705500509597,0.0588158672579734,0.165585272615768,0.133225189026226,0.00142022819537879,-0.172430589822781,0.0106599540946717,-0.912940623139355,0.217906577105495,0.315933758229111,0.689722359291126,0.00834292548185655
"M1_BF_BRIG_083_K176546_P1",0.0834914531004055,0.272467221676303,0.295902021737448,0.348139303485843,-0.166508546899594,0.0224672216763033,0.0459020217374478,0.0981393034858433,0.0463394970518795,-0.0101832150580283,-0.166508546899594,-0.216314110258514,-1.29321125729074,0.173136197967247,0.259950917221758,0.666034187598378,0.0233658107425394
"M1_BF_BRIG_083_K176546_P2",0.063112287574888,0.164902393660643,0.330609762177724,0.441375556586745,-0.186887712425112,-0.0850976063393574,0.0806097621777244,0.191375556586745,0.169304544185578,0.0194247798104367,-0.186887712425112,0.114233279574553,-0.831467827521244,0.252919686477865,0.338331080192354,0.747550849700448,0.0225364017915208
"M1_BF_BRIG_083_K176546_P3",0.063064262367957,0.159134481784356,0.338534843346253,0.439266412501434,-0.186935737632043,-0.090865518215644,0.0885348433462533,0.189266412501434,0.171545072729382,0.0278136182892731,-0.186935737632043,0.160737171327399,-0.821838176854223,0.255237691856251,0.341344163359832,0.747742950528172,0.0198320478333551
"M1_BF_BRIG_083_K176546_P4",0.0722044822588786,0.172081530006596,0.320402599217588,0.435311388516937,-0.177795517741121,-0.0779184699934037,0.0704025992175884,0.185311388516937,0.161194709603836,0.0118130248502132,-0.177795517741121,0.0731534253871192,-0.832997602889062,0.240280103398534,0.337860181251016,0.711182070964486,0.00579391534669443
"M1_BF_BRIG_083_K176547_P1",0.0776397445619904,0.266802153759695,0.298487956169505,0.35707014550881,-0.17236025543801,0.0168021537596948,0.0484879561695049,0.10707014550881,0.0552776299727735,-0.00950930879363149,-0.17236025543801,-0.170360683643782,-1.25618393494158,0.181257002578646,0.262904290374292,0.689441021752038,0.0216696065078205
"M1_BF_BRIG_083_K176547_P2",0.064672501301058,0.172765852283933,0.325436467340571,0.437125179074438,-0.185327498698942,-0.077234147716067,0.0754364673405708,0.187125179074438,0.161886364845602,0.0144892908727312,-0.185327498698942,0.0892649959371681,-0.850830827857164,0.246502366006747,0.332522652786651,0.741309994795768,0.015456630508934
"M1_BF_BRIG_083_K176547_P3",0.0660674105248592,0.159116267394967,0.339947187213572,0.434869134866602,-0.183932589475141,-0.0908837326050331,0.0899471872135718,0.184869134866602,0.168863455103705,0.030373408391522,-0.183932589475141,0.177966663679492,-0.820149413997955,0.251532518529732,0.341881391502574,0.735730357900563,0.0175230301555389
"M1_BF_BRIG_083_K176547_P4",0.0791200280129965,0.211298243095,0.300002352635349,0.409579376256654,-0.170879971987003,-0.038701756905,0.050002352635349,0.159579376256654,0.121421900466724,-0.00737968954488424,-0.170879971987003,-0.0607025837463794,-0.952141945816043,0.209756293247686,0.306876649745178,0.683519887948014,0.00750642539254277
"M1_BF_BRIG_083_K176548_P1",0.0789900528340048,0.277185619971269,0.293299198565973,0.350525128628754,-0.171009947165995,0.0271856199712686,0.0432991985659731,0.100525128628754,0.0449110935493169,-0.0145354112568006,-0.171009947165995,-0.313009092768312,-1.30146826048257,0.177405429832112,0.259349576986753,0.684039788663981,0.0239490612565487
"M1_BF_BRIG_083_K176548_P2",0.0568390787095158,0.141952267145504,0.346958405402372,0.454250248742608,-0.193160921290484,-0.108047732854496,0.0969584054023723,0.204250248742608,0.191242675653499,0.0345472202772065,-0.193160921290484,0.178718573337787,-0.782360454591395,0.274004403128453,0.354632294795789,0.772643685161937,0.0176826043332162
"M1_BF_BRIG_083_K176548_P3",0.0557657500298116,0.117810848387964,0.356254032812349,0.470169368769875,-0.194234249970188,-0.132189151612036,0.106254032812349,0.220169368769875,0.215774645364438,0.0440272430487437,-0.194234249970188,0.201279740204381,-0.722780146443748,0.293639301821305,0.377944803589447,0.776936999880754,0.0115340018454207
"M1_BF_BRIG_083_K176548_P4",0.0765977129377424,0.213611517400723,0.308309614076987,0.401481155584548,-0.173402287062258,-0.0363884825992773,0.0583096140769868,0.151481155584548,0.115046187927917,0.00053971875582251,-0.173402287062258,0.00469128796118995,-0.985009111400366,0.208096779916227,0.300020235375432,0.693609148249031,0.00943145579284178
"M1_BF_BRIG_103_K176565_P1",0.078362398648605,0.257491659144977,0.297384945550804,0.366760996655615,-0.171637601351395,0.00749165914497658,0.0473849455508037,0.116760996655615,0.0669135303582553,-0.0104237314233895,-0.171637601351395,-0.154537059053826,-1.19499225818739,0.184514337977981,0.268755704643389,0.68655040540558,0.0217232714444353
"M1_BF_BRIG_103_K176565_P2",0.0580089285127585,0.158819248575509,0.332584176265366,0.450587646646366,-0.191991071487242,-0.0911807514244912,0.0825841762653663,0.200587646646366,0.178670924585711,0.0197146522959686,-0.191991071487242,0.109896016185917,-0.818300593178499,0.263006726792839,0.342472601402087,0.767964285948966,0.0238430395382878
"M1_BF_BRIG_103_K176565_P3",0.0565183672035372,0.125314852645506,0.340703775877444,0.477463004273512,-0.193481632796463,-0.124685147354494,0.0907037758774443,0.227463004273512,0.215645821338214,0.0277997952105363,-0.193481632796463,0.12820704047228,-0.727182196381286,0.291051698335478,0.376071483025027,0.773926531185851,0.019304398282711
"M1_BF_BRIG_103_K176565_P4",0.0765569486821307,0.193062528414652,0.315619835031363,0.414760687871855,-0.173443051317869,-0.056937471585348,0.0656198350313627,0.164760687871855,0.135761841896082,0.00827896662825278,-0.173443051317869,0.0609061197536666,-0.905764059998857,0.22041395385479,0.317703638427747,0.693772205271477,0.0108995222683609
"M1_BF_BRIG_103_K176566_P1",0.0762845119158613,0.257606042134977,0.297125922549252,0.368983523399909,-0.173715488084139,0.00760604213497744,0.0471259225492521,0.118983523399909,0.068204499483869,-0.0114331107043404,-0.173715488084139,-0.166085691929878,-1.19192900156022,0.186974973112803,0.269082186014182,0.694861952336555,0.0251912459799716
"M1_BF_BRIG_103_K176566_P2",0.0528975699556243,0.122709406742204,0.351197584480835,0.473195438821336,-0.197102430044376,-0.127290593257796,0.101197584480835,0.223195438821336,0.214627985141652,0.037650014902783,-0.197102430044376,0.173653038421256,-0.735313746507216,0.29382318417297,0.372678287257568,0.788409720177503,0.0189594059762248
"M1_BF_BRIG_103_K176566_P3",0.0524780447426703,0.112041880160928,0.35571858324905,0.479761491847352,-0.19752195525733,-0.137958119839072,0.10571858324905,0.229761491847352,0.225181354261527,0.0422969336714147,-0.19752195525733,0.185671527225768,-0.711472348349883,0.302507182912634,0.38287792174613,0.790087821029319,0.019324407737279
"M1_BF_BRIG_103_K176566_P4",0.0746023889258252,0.142392660658138,0.326458885737956,0.456546064678081,-0.175397611074175,-0.107607339341862,0.076458885737956,0.206546064678081,0.192378885201818,0.0190844747836793,-0.175397611074175,0.0988790297066941,-0.736820841667881,0.261032899496961,0.372058800998395,0.701590444296699,0.00634218167023586
"M1_BF_BRIG_103_K176567_P1",0.0807922017088054,0.260867415984252,0.298408519285493,0.35993186302145,-0.169207798291195,0.010867415984252,0.0484085192854929,0.10993186302145,0.0606643367230259,-0.00847900241971691,-0.169207798291195,-0.138869516179933,-1.22346716173705,0.179953700252681,0.265876782970419,0.676831193164779,0.0194108996215238
"M1_BF_BRIG_103_K176567_P2",0.0504772997634054,0.119179023725714,0.352996823236426,0.477346853274455,-0.199522700236595,-0.130820976274286,0.102996823236426,0.227346853274455,0.219332106168639,0.0387027010577497,-0.199522700236595,0.174659090100524,-0.730513656920783,0.299021370097922,0.374670864196582,0.798090800946378,0.013806620683086
"M1_BF_BRIG_103_K176567_P3",0.0520818574820134,0.103375776443243,0.367993394939224,0.47654897113552,-0.197918142517987,-0.146624223556757,0.117993394939223,0.22654897113552,0.228520978170091,0.0551762641979641,-0.197918142517987,0.236915036701804,-0.699767165695976,0.307307417307862,0.388174895689432,0.791672570071946,0.0173545332055852
"M1_BF_BRIG_103_K176567_P4",0.0808140725654858,0.174069648656183,0.333742265824611,0.411374012953721,-0.169185927434514,-0.0759303513438172,0.0837422658246108,0.161374012953721,0.145318651566125,0.0290058277696231,-0.169185927434514,0.197012403346175,-0.851472776068665,0.22490603944642,0.332335618654621,0.676743709738057,0.00867240627227907
"M1_BF_BRIG_103_K176568_P1",0.0804427265945399,0.254708101728301,0.298628058357851,0.366221113319308,-0.16955727340546,0.00470810172830126,0.048628058357851,0.116221113319308,0.0682874945197581,-0.00836970418109373,-0.16955727340546,-0.121957426015553,-1.1853396707306,0.182983340281456,0.269795769603894,0.67822909362184,0.0216860046275717
"M1_BF_BRIG_103_K176568_P2",0.0517185367963163,0.108324919030429,0.357485438900776,0.482471105272479,-0.198281463203684,-0.141675080969571,0.107485438900776,0.232471105272479,0.229116811375337,0.0439024404808686,-0.198281463203684,0.189321151049266,-0.704467009723798,0.306165765860868,0.386024191210401,0.793125852814735,0.0160339680897255
"M1_BF_BRIG_103_K176568_P3",0.0517190343099834,0.123936349132201,0.347782803395709,0.476561813162107,-0.198280965690017,-0.126063650867799,0.0977828033957091,0.226561813162107,0.215938114296353,0.0336114173369913,-0.198280965690017,0.154413925944393,-0.736836527530312,0.295083611771701,0.372052368648715,0.793123862760066,0.0192335258865673
"M1_BF_BRIG_103_K176568_P4",0.0739281869850356,0.185104389750209,0.322736694149242,0.418230729115514,-0.176071813014964,-0.0648956102497913,0.0727366941492421,0.168230729115514,0.142760144261976,0.0148981280316858,-0.176071813014964,0.103981373001642,-0.886849886186756,0.22716446981631,0.322545196085707,0.704287252059858,0.00950926545070464
"M1_BF_BRIG_103_K176569_P1",0.0743887740027893,0.252789404030617,0.300027938368956,0.372793883597638,-0.175611225997211,0.00278940403061747,0.0500279383689555,0.122793883597638,0.0734874354468624,-0.00902530267334886,-0.175611225997211,-0.122202274296793,-1.17179991169828,0.190581116465262,0.271311124022745,0.702444903988843,0.0193260216129895
"M1_BF_BRIG_103_K176569_P2",0.0516597783866173,0.124577110899593,0.352201612398607,0.471561498315183,-0.198340221613383,-0.125422889100407,0.102201612398607,0.221561498315183,0.212483674470098,0.038277321920448,-0.198340221613383,0.178230878788697,-0.743024354310319,0.293177947327834,0.369539200046013,0.793360886453531,0.0193389369184952
"M1_BF_BRIG_103_K176569_P3",0.0490468944099451,0.124152903070867,0.346711709035386,0.480088493483802,-0.200953105590055,-0.125847096929133,0.0967117090353862,0.230088493483802,0.21796514445199,0.0315306060869807,-0.200953105590055,0.143662365671972,-0.739652757432252,0.298136099730436,0.37090257806047,0.803812422360219,0.018890553973046
"M1_BF_BRIG_103_K176569_P4",0.077440326861009,0.210233570306702,0.312140985068783,0.400185117763506,-0.172559673138991,-0.0397664296932976,0.062140985068783,0.150185117763506,0.116321091780308,0.00490141037966532,-0.172559673138991,0.0421119896905809,-0.977259557138423,0.208162102724074,0.301579880944152,0.690238692555964,0.0124624302827748
"M1_BF_BRIG_103_K176570_P1",0.0781438653412418,0.261261387716473,0.295860269786287,0.364734477155999,-0.171856134658758,0.0112613877164727,0.0458602697862866,0.114734477155999,0.0633640678090515,-0.0121181574734665,-0.171856134658758,-0.188964759672989,-1.2116870213886,0.18356575347736,0.267034042517384,0.687424538635033,0.0204108812140328
"M1_BF_BRIG_103_K176570_P2",0.0561506323364076,0.149201000934915,0.336545478239579,0.458102888489098,-0.193849367663592,-0.100798999065085,0.0865454782395794,0.208102888489098,0.189163001272584,0.0232592406145338,-0.193849367663592,0.122344617041578,-0.793882491229367,0.271847771129342,0.350591511344402,0.77539747065437,0.0167444166344069
"M1_BF_BRIG_103_K176570_P3",0.0502688373227354,0.125074195990278,0.344813055306322,0.479843911380664,-0.199731162677265,-0.124925804009721,0.0948130553063217,0.229843911380664,0.217251194724714,0.0299488017564892,-0.199731162677265,0.136989924797588,-0.738718818429715,0.296626953732086,0.371282765488366,0.798924650709058,0.0163436798560786
"M1_BF_BRIG_103_K176570_P4",0.075610939025201,0.185706855114506,0.315795187324619,0.422887018535675,-0.174389060974799,-0.0642931448854942,0.0657951873246185,0.172887018535675,0.145242594372948,0.00813049089999807,-0.174389060974799,0.0559203328708463,-0.875564954885195,0.227097029241097,0.325560886634275,0.697556243899196,0.00971278012705271
"M1_BF_BRIG_103_K176571_P1",0.0686811071433255,0.253910299130766,0.295752468594087,0.381656125131822,-0.181318892856674,0.00391029913076565,0.0457524685940869,0.131656125131822,0.078228022618238,-0.0155780881497407,-0.181318892856674,-0.196565545872188,-1.15636469495481,0.198087963440313,0.273120964284861,0.725275571426698,0.0173102905507385
"M1_BF_BRIG_103_K176571_P2",0.0600459145027158,0.142061365081897,0.342961858908315,0.454930861507072,-0.189954085497284,-0.107938634918103,0.092961858908315,0.204930861507072,0.191592655580801,0.0314420302540554,-0.189954085497284,0.16265886111471,-0.774460612005213,0.271622719108896,0.357484702681979,0.759816341989137,0.0155038882987579
"M1_BF_BRIG_103_K176571_P3",0.0566370256270873,0.119886243640875,0.348508199087821,0.474968531644216,-0.193362974372913,-0.130113756359125,0.0985081990878211,0.224968531644216,0.217442605577042,0.0361195881614655,-0.193362974372913,0.164607888380141,-0.720096939286213,0.293215196105909,0.379099459264141,0.773451897491651,0.0145803714280633
"M1_BF_BRIG_103_K176571_P4",0.0731063324956267,0.18203266649708,0.302651673831113,0.44220932717618,-0.176893667504373,-0.0679673335029195,0.0526516738311128,0.19220932717618,0.159325015411258,-0.0066958225104472,-0.176893667504373,-0.0420014685769768,-0.837165550662979,0.238161004738469,0.336587804552954,0.707574670017493,0.00854822875742405
"M1_BF_BRIG_103_K176572_P1",0.079812125222929,0.266999405482458,0.294827378157302,0.35836109113731,-0.170187874777071,0.0169994054824584,0.0448273781573024,0.10836109113731,0.0559473779737352,-0.0126238855485336,-0.170187874777071,-0.221922145461023,-1.24574623701738,0.179592272410631,0.26381472923068,0.680751499108284,0.0223773392966833
"M1_BF_BRIG_103_K176572_P2",0.057652510105135,0.138119211069871,0.35086847501424,0.453359803810755,-0.192347489894865,-0.111880788930129,0.10086847501424,0.203359803810755,0.193044649606921,0.0389820668113369,-0.192347489894865,0.199253429227388,-0.773598432031966,0.275287840529867,0.357800146859645,0.76938995957946,0.0213970721723157
"M1_BF_BRIG_103_K176572_P3",0.0607371059774488,0.157042079110484,0.338161398925025,0.444059415987042,-0.189262894022551,-0.092957920889516,0.0881613989250251,0.194059415987042,0.175761505670018,0.026594746632998,-0.189262894022551,0.150172393983637,-0.816722909469075,0.259653288979086,0.342979655785232,0.757051576090205,0.0260680714342487
"M1_BF_BRIG_103_K176572_P4",0.0774655074348044,0.196471209873294,0.311173652747571,0.41488962994433,-0.172534492565196,-0.0535287901267056,0.0611736527475713,0.16488962994433,0.133753419899727,0.00388430219092317,-0.172534492565196,0.0290326092813369,-0.911140259193779,0.218341970915151,0.316374377767747,0.690137970260782,0.00723255618944369
"M1_BF_BRIG_104_K176614_P1",0.0753942718004326,0.253690455439792,0.296451584228688,0.374463688531088,-0.174605728199567,0.00369045543979206,0.0464515842286875,0.124463688531088,0.0739581989149727,-0.0124631019145201,-0.174605728199567,-0.166946988630761,-1.16508260556798,0.190032377283924,0.272087833605786,0.69842291279827,0.0149567759220313
"M1_BF_BRIG_104_K176614_P2",0.0572153221804913,0.151609070676997,0.343731723008596,0.447443884133916,-0.192784677819509,-0.0983909293230031,0.093731723008596,0.197443884133916,0.181161085280224,0.0312578289299968,-0.192784677819509,0.170859355182194,-0.809148857289859,0.266387542297491,0.345446984312326,0.771138711278035,0.0224904721918881
"M1_BF_BRIG_104_K176614_P3",0.047629013133309,0.11411717221733,0.353964583931298,0.484289230718063,-0.202370986866691,-0.13588282778267,0.103964583931298,0.234289230718063,0.22668316509062,0.0387221448871629,-0.202370986866691,0.169187559419501,-0.72165566340746,0.306330994457894,0.378427509793789,0.809483947466764,0.0163391347502938
"M1_BF_BRIG_104_K176614_P4",0.0711094589745012,0.174252780169921,0.324611973546193,0.430025787309385,-0.178890541025499,-0.0757472198300794,0.0746119735461933,0.180025787309385,0.156628339367232,0.0158905913537066,-0.178890541025499,0.101108173440298,-0.84911412301652,0.238299755045831,0.333024532319827,0.715562164101995,0.00615399854273807
"M1_BF_BRIG_104_K176615_P1",0.0747734043473218,0.252290049502801,0.299227825939176,0.373708720210701,-0.175226595652678,0.00229004950280097,0.049227825939176,0.123708720210701,0.0743534471203425,-0.00973796269812748,-0.175226595652678,-0.130227333312802,-1.16642870546694,0.190598066202716,0.27193084687399,0.700906382610713,0.0200250019415181
"M1_BF_BRIG_104_K176615_P2",0.0561207604857879,0.154104098511909,0.34147635832114,0.448298782681162,-0.193879239514212,-0.0958959014880908,0.0914763583211404,0.198298782681162,0.180156715313481,0.0284786674347982,-0.193879239514212,0.156779887726053,-0.815913067378282,0.266189098360571,0.343240848049976,0.775516958056849,0.0180286764780367
"M1_BF_BRIG_104_K176615_P3",0.0505872194008189,0.122406550326401,0.355014916677878,0.471991313594903,-0.199412780599181,-0.127593449673599,0.105014916677878,0.221991313594903,0.21407607296487,0.0408820748545282,-0.199412780599181,0.188697834985046,-0.741024234383833,0.295407119289243,0.370346271690341,0.797651122396724,0.0179663756321662
"M1_BF_BRIG_104_K176615_P4",0.0713833765428285,0.189231390195634,0.318452745331937,0.420932487929601,-0.178616623457172,-0.0607686098043664,0.0684527453319373,0.170932487929601,0.141887365572739,0.00945458778296787,-0.178616623457172,0.0665360981250584,-0.898419719655676,0.228309684232971,0.319552681903253,0.714466493828686,0.00840793008904197
"M1_BF_BRIG_104_K176616_P1",0.075886712146041,0.253752481015687,0.301045371898095,0.369315434940177,-0.174113287853959,0.00375248101568661,0.0510453718980953,0.119315434940177,0.0707675675709411,-0.00741655034211129,-0.174113287853959,-0.104420361645088,-1.18283693932791,0.18809170860567,0.27007087012715,0.696453151415836,0.0196987767973525
"M1_BF_BRIG_104_K176616_P2",0.0504846396217123,0.12626396329809,0.352996240858895,0.470255156221302,-0.199515360378288,-0.12373603670191,0.102996240858895,0.220255156221302,0.210650724668289,0.038704678384889,-0.199515360378288,0.181711876344325,-0.749972106782382,0.292708317201666,0.366774162960036,0.798061441513151,0.0162956455732235
"M1_BF_BRIG_104_K176616_P3",0.0518185944918975,0.129158837707518,0.354833672262844,0.464188895537741,-0.198181405508103,-0.120841162292482,0.104833672262844,0.21418889553774,0.205163172544796,0.0411251929606872,-0.198181405508103,0.197829315985846,-0.758251494680668,0.288199719558966,0.36355544913519,0.79272562203241,0.0178424617641487
"M1_BF_BRIG_104_K176616_P4",0.0735228358608069,0.208222908989374,0.305309565253372,0.412944689896447,-0.176477164139193,-0.0417770910106258,0.0553095652533723,0.162944689896447,0.125365975614045,-0.00372944676098835,-0.176477164139193,-0.0297397054880787,-0.952928524341064,0.216505718348075,0.30670500543814,0.705908656556772,0.00934897189570955
"M1_BF_BRIG_104_K176617_P1",0.0800365785566105,0.26048046457416,0.296473118693584,0.363009838175645,-0.16996342144339,0.0104804645741602,0.046473118693584,0.113009838175645,0.0627861622427055,-0.0107989578714631,-0.16996342144339,-0.170329282554806,-1.21217113433195,0.181511113403616,0.266985554689002,0.679853685773558,0.0158897648764097
"M1_BF_BRIG_104_K176617_P2",0.060557105765965,0.16131970796389,0.338857840310272,0.439265345959873,-0.189442894234035,-0.0886802920361104,0.0888578403102722,0.189265345959873,0.170206247330622,0.0272697945872311,-0.189442894234035,0.158866038019611,-0.832530236279183,0.256129690787637,0.338003824085397,0.75777157693614,0.0145673216377649
"M1_BF_BRIG_104_K176617_P3",0.058094607595828,0.15684300174804,0.337922292488584,0.447140098167549,-0.191905392404172,-0.0931569982519601,0.0879222924885835,0.197140098167549,0.177769940009831,0.025406871696589,-0.191905392404172,0.141958609246314,-0.818574847238191,0.262821879481723,0.342384698247814,0.767621569616688,0.0141769982095349
