"","u","s","m","l","lum"
"M2_BF_DARK_005_K176551_P3",0.000754876928394832,0.000379514899606306,0.00155396325178043,0.00175956426690465,0.00133887202835976
"M2_BF_DARK_005_K176551_P4",0.00134067580836097,0.000814449897752275,0.00179550959356335,0.00195458078304299,0.001619872557794
"M2_BF_DARK_005_K176552_P1",0.00274667738811284,0.00225595116487178,0.00358005001293152,0.0035747970528582,0.00327903964205151
"M2_BF_DARK_005_K176552_P2",0.00193543590881251,0.0010234127070209,0.00382354417837525,0.0040919178142569,0.00327793673643404
"M2_BF_DARK_005_K176552_P3",0.00161359638231135,0.000585335052989169,0.00306994546107522,0.00318697778669993,0.00254680108966186
"M2_BF_DARK_005_K176552_P4",0.0012766733493424,0.00076030666708619,0.00169088592807025,0.00186036625547028,0.00152882167912015
"M2_BF_DARK_005_K176553_P1",0.00238300157901394,0.00204927494918889,0.00318107223224604,0.00335509808146938,0.00297454630815258
"M2_BF_DARK_005_K176553_P2",0.00116541670046935,0.000638785649021077,0.00275564702169059,0.00322513717724441,0.00238361765702147
"M2_BF_DARK_005_K176553_P3",0.00138149519622353,0.00058393762922027,0.00290763125089312,0.00322553703532067,0.00245904457529918
"M2_BF_DARK_005_K176553_P4",0.00199878433436501,0.0010491822728549,0.00255288510785302,0.00266550040059739,0.00225595042244463
"M2_BF_DARK_005_K176554_P1",0.0026520270467692,0.00247165472849044,0.00415371698275262,0.00415686931616832,0.00376393123731132
"M2_BF_DARK_005_K176554_P2",0.0017309769033524,0.000896859412058916,0.00351174835078628,0.00387420021449771,0.00301193797098507
"M2_BF_DARK_005_K176554_P3",0.00153037630132143,0.000674986878156593,0.00343116823934512,0.00385876016193495,0.00291000838938569
"M2_BF_DARK_005_K176554_P4",0.00162647302475621,0.000899841485999382,0.00207569916209622,0.00221127885861703,0.00185355121537598
"M2_BF_DARK_005_K176555_P1",0.00364702464911602,0.0031565828677651,0.00482572621626506,0.00481474707874066,0.00444258627980076
"M2_BF_DARK_005_K176555_P2",0.00157014095347501,0.000992726408955558,0.00261673497062507,0.00303683875432921,0.00234697309025593
"M2_BF_DARK_005_K176555_P3",0.00197276346137319,0.00105074005209416,0.00395282620952117,0.00420034028752366,0.00336586824714119
"M2_BF_DARK_005_K176555_P4",0.00228887095268941,0.00156985631881298,0.00299053970440853,0.00316020382334555,0.00271794302754131
"M2_BF_DARK_005_K176556_P1",0.00268455724105251,0.00203381544445819,0.00345793714671838,0.0034948490651396,0.00315402993627742
"M2_BF_DARK_005_K176556_P2",0.00148895887151267,0.000816111538354822,0.00330381543284859,0.00373631657516419,0.00285270139918507
"M2_BF_DARK_005_K176556_P3",0.00112028998836531,0.000455543796176798,0.00238780608822966,0.00262067815058546,0.002006621492489
"M2_BF_DARK_005_K176556_P4",0.000857639019406465,0.000534278136913628,0.00135015464638232,0.00149135793393055,0.00120255133459755
"M2_BF_DARK_067_K176627_P1",0.00272839852003486,0.00214480945831382,0.00353529990267533,0.00358340644222206,0.00323467133455328
"M2_BF_DARK_067_K176627_P2",0.00156646082405339,0.00103506744875073,0.00280396607289681,0.00321052692053384,0.00250017840683236
"M2_BF_DARK_067_K176627_P3",0.00267853268589829,0.00117156037511827,0.00427606041744926,0.0043450899138933,0.00361358183406476
"M2_BF_DARK_067_K176627_P4",0.00253961538649526,0.00163401300528473,0.0032781006203041,0.00339090696702807,0.00293907379675872
"M2_BF_DARK_067_K176628_P1",0.00267456577758934,0.00209563792728203,0.00330499655157532,0.00336726485665918,0.00304877473139856
"M2_BF_DARK_067_K176628_P2",0.0017111514382137,0.000781587226887615,0.00342362903844126,0.00374729164413606,0.0029127518655391
"M2_BF_DARK_067_K176628_P3",0.00183087666404108,0.000972994060149003,0.00348778463091217,0.00364985741859833,0.00295175710307359
"M2_BF_DARK_067_K176628_P4",0.00240213194069731,0.00148221775363344,0.00297007934846443,0.00304946390320089,0.00266452376555697
"M2_BF_DARK_067_K176629_P1",0.00375149389333546,0.00305339402143792,0.00476166321038882,0.0048098788866428,0.00438953559661493
"M2_BF_DARK_067_K176629_P2",0.00193788369271264,0.00111351548699729,0.00413417669609021,0.00461732507881944,0.00356312751434033
"M2_BF_DARK_067_K176629_P3",0.00190567819838417,0.000965320403189272,0.00369388226141476,0.00413691260592598,0.00318785194602055
"M2_BF_DARK_067_K176629_P4",0.00204383170545867,0.00126874234041185,0.00276689893882311,0.00295900750223206,0.00248037430045305
"M2_BF_DARK_067_K176630_P1",0.00365601779451416,0.00318771346773243,0.00484822378291134,0.00492323844165122,0.00448739837638885
"M2_BF_DARK_067_K176630_P2",0.0019285325832521,0.00106759255302972,0.00371686524241868,0.00403473228188313,0.00319543965519693
"M2_BF_DARK_067_K176630_P3",0.00218251211712195,0.00102620552404579,0.00388250010197764,0.00401491917299117,0.00327671435447975
"M2_BF_DARK_067_K176630_P4",0.00294898414477229,0.00186958899101101,0.00377755217545253,0.00389581248629045,0.00338732273190996
"M2_BF_DARK_067_K176631_P1",0.00371655167745329,0.00310705854929867,0.00477353300616734,0.00489987307220685,0.00443191755585482
"M2_BF_DARK_067_K176631_P2",0.00145653431159986,0.000875590065838686,0.00342336357449568,0.0037849376361091,0.00292636471879467
"M2_BF_DARK_067_K176631_P3",0.00165651420860136,0.000840845505337647,0.00355925779689386,0.00391517363243606,0.00303081370712045
"M2_BF_DARK_067_K176631_P4",0.00200851800105791,0.00115910120441247,0.00253993564583733,0.00264376933632736,0.00226429457446141
"M2_BF_DARK_067_K176632_P1",0.0032755405983913,0.00272489705303825,0.00422007992086227,0.00427444114295677,0.00389569692514141
"M2_BF_DARK_067_K176632_P2",0.00200712726163866,0.00109040852239723,0.0039882946528471,0.00435805913878612,0.00342030733287708
"M2_BF_DARK_067_K176632_P3",0.00222824470649987,0.00123726366065106,0.00427632193275327,0.00454511566036035,0.00367093971238287
"M2_BF_DARK_067_K176632_P4",0.00221843815721361,0.00144083667230068,0.00287644246154804,0.00301525612199969,0.00259452479139083
"M2_BF_DARK_067_K176633_P1",0.00374998409624468,0.0030984221873084,0.00478796877798704,0.00478291324690608,0.00440198294274244
"M2_BF_DARK_067_K176633_P2",0.00120410942162541,0.000573622830592228,0.00274579864853028,0.00304780914301319,0.00232524211921994
"M2_BF_DARK_067_K176633_P3",0.00184063128401562,0.00097411195791326,0.00350385327077109,0.00369314144216032,0.00298228754218909
"M2_BF_DARK_067_K176633_P4",0.00258647468646861,0.00171512434767333,0.00330269765171101,0.00339956253113507,0.0029731884997865
"M2_BF_DARK_067_K176634_P1",0.00277591112371705,0.00233495262973935,0.00364985148790452,0.0037346411621707,0.00337396588509573
"M2_BF_DARK_067_K176634_P2",0.00211446508947101,0.00126256448292578,0.00395714362913337,0.00431291694254094,0.00344067725674747
"M2_BF_DARK_067_K176634_P3",0.00155316813989581,0.000753562133721039,0.00273771358954715,0.00293516513948017,0.00233711907306554
"M2_BF_DARK_067_K176634_P4",0.0015870839842425,0.000940756756788161,0.00222808189759069,0.00246452544566801,0.00200251425056702
"M2_BF_DARK_067_K176635_P1",0.00296166500191451,0.00243896723897863,0.00389292837484699,0.00402067139000324,0.0036005935966946
"M2_BF_DARK_067_K176635_P2",0.00312135211412102,0.00189962405541548,0.00549638417319438,0.00591200408755481,0.00478776633017246
"M2_BF_DARK_067_K176635_P3",0.00209506165972095,0.000943164693990664,0.0039424702490788,0.00422456811736264,0.00333780259135451
"M2_BF_DARK_067_K176635_P4",0.00226247699405447,0.001303431998542,0.00281675999580436,0.00287899316795931,0.00249953650610343
"M2_BF_DARK_067_K176636_P1",0.00296293882843375,0.00264071766675404,0.00414345957764266,0.00452278398910744,0.00390662480992701
"M2_BF_DARK_067_K176636_P2",0.0017977440246248,0.000816219530170794,0.00359679806981129,0.00398577904289148,0.00306921498201874
"M2_BF_DARK_067_K176636_P3",0.0014008998943471,0.000597944835014517,0.00265564567803047,0.00299538098666923,0.0022718057289729
"M2_BF_DARK_067_K176636_P4",0.00221085732036059,0.00125964665251797,0.00288604129338818,0.00297782567492683,0.00255587802190317
"M2_BF_DARK_067_K176637_P1",0.00301961172252833,0.00260218358068496,0.00406081670579599,0.00408143097733586,0.00373085900652673
"M2_BF_DARK_067_K176637_P2",0.00171581689563797,0.000926122021742512,0.00360268884236039,0.0039234851487372,0.00307871056932936
"M2_BF_DARK_067_K176637_P3",0.00254177821032805,0.00165298772665512,0.00465018560102625,0.00483400297876312,0.00402202214576291
"M2_BF_DARK_067_K176637_P4",0.00187290785252755,0.001019726364981,0.00229574704560141,0.00237615753513165,0.00203898040817595
"M2_BF_DARK_067_K176638_P1",0.00266390568175641,0.00226703739515285,0.00358089841464409,0.00360546542385246,0.0032912107848965
"M2_BF_DARK_067_K176638_P2",0.0019567385403731,0.00102947635661167,0.00366370899326009,0.0039664382959504,0.00314032999340652
"M2_BF_DARK_067_K176638_P3",0.00237672321933994,0.00127350086101125,0.00438382369445853,0.00448709916339982,0.00370493871845492
"M2_BF_DARK_067_K176638_P4",0.00208838972975507,0.00131669292791599,0.00265848492608113,0.00279278133820329,0.00239686167804385
"M2_BF_DARK_075_K176679_P1",0.00321314518501091,0.0026215539178492,0.00411166627719447,0.00417353976999351,0.00379193315078501
"M2_BF_DARK_075_K176679_P2",0.00106645178524241,0.000553112057159927,0.00222976020366112,0.00253759905014352,0.00192775771794692
"M2_BF_DARK_075_K176679_P3",0.00169761505808258,0.000867967105021372,0.00360608120614003,0.00408035744930351,0.00310725037714215
"M2_BF_DARK_075_K176679_P4",0.00172970131344091,0.000941318799690666,0.00210598018401534,0.00229811682429399,0.0019027506910225
"M2_BF_DARK_075_K176680_P1",0.0031768471047303,0.0025958145360042,0.00401506735578005,0.00405401854336399,0.00370411376813611
"M2_BF_DARK_075_K176680_P2",0.00107073700215134,0.000409534316653986,0.00267747287171782,0.00309462984350522,0.00226460412401852
"M2_BF_DARK_075_K176680_P3",0.00135030115028433,0.00058155707511456,0.00314636666191087,0.00359133767239571,0.00267547943996603
"M2_BF_DARK_075_K176680_P4",0.00126244618454601,0.000638197273799538,0.00168730981008573,0.00187999927242519,0.00150748784431624
"M2_BF_DARK_075_K176681_P1",0.00313393723149352,0.00263403851605206,0.00436652372612571,0.00460715917515333,0.00404036094383269
"M2_BF_DARK_075_K176681_P2",0.00242655415651257,0.00124673226569932,0.00428567416251028,0.00473290179834322,0.00371692927225376
"M2_BF_DARK_075_K176681_P3",0.00178830724213147,0.000870771766935531,0.00347563995848768,0.00390657775316116,0.00299644670972692
"M2_BF_DARK_075_K176681_P4",0.00164411592113635,0.000962274776610575,0.00222253020115932,0.00246088566077502,0.00200357303039659
"M2_BF_DARK_075_K176682_P1",0.00379288334730428,0.00284661375105546,0.00439067731577459,0.0043645769446933,0.00403631156894969
"M2_BF_DARK_075_K176682_P2",0.00136505503859141,0.000542394750660499,0.00281909203427237,0.00308501002315669,0.00236033765162412
"M2_BF_DARK_075_K176682_P3",0.00178432612010322,0.000762810026851906,0.00322509491338731,0.00345410551196983,0.00272892000806287
"M2_BF_DARK_075_K176682_P4",0.00107262899173014,0.00044908189956363,0.00124761935142209,0.00127028090352268,0.00107109047641082
"M2_BF_DARK_075_K176683_P1",0.00338558947707543,0.00272957614621054,0.00430062046412701,0.00432572494999115,0.0039517663064752
"M2_BF_DARK_075_K176683_P2",0.00175387384466211,0.000641539851355576,0.00304972093968762,0.00330762041739449,0.00257245111615212
"M2_BF_DARK_075_K176683_P3",0.0014705014127886,0.00049423581191064,0.00280389107977591,0.00288515945464849,0.00230172834484158
"M2_BF_DARK_075_K176683_P4",0.00156866970711531,0.000665465200004283,0.00170462993516872,0.00170179276614359,0.00147499309596196
"M2_BF_DARK_075_K176684_P1",0.00321416245145158,0.0025428575938247,0.00389925340951976,0.00389943511092875,0.00359023137518959
"M2_BF_DARK_075_K176684_P2",0.00173235263811153,0.000699142916818182,0.00351029518107423,0.00388089800925986,0.00296447268190097
"M2_BF_DARK_075_K176684_P3",0.00188971833289916,0.000687118247354698,0.00338715354696011,0.00353343515050057,0.00280985104834384
"M2_BF_DARK_075_K176684_P4",0.00119301768412798,0.000602516609212809,0.00136117424553605,0.00142568704123707,0.00120330359527165
"M2_BF_DARK_075_K176685_P1",0.00274798630762277,0.00212234168023549,0.00334489964778483,0.00336293551016248,0.00307590493243934
"M2_BF_DARK_075_K176685_P2",0.00168981474483563,0.000682221397346049,0.00312798642436938,0.00333643588064979,0.00262281682096336
"M2_BF_DARK_075_K176685_P3",0.0018873117784846,0.000675582933441777,0.00355751867364726,0.0037777191833959,0.00295841156651967
"M2_BF_DARK_075_K176685_P4",0.00194183291081991,0.0011516821345689,0.0022931356573803,0.00246899748597262,0.00208373910140988
"M2_BF_DARK_075_K176686_P1",0.0021354533657619,0.00163333852025653,0.00259838740274672,0.00265258856592692,0.00239562372161945
"M2_BF_DARK_075_K176686_P2",0.00204029378466439,0.000946918499898408,0.00406860418704977,0.00440335601839878,0.00344270873948875
"M2_BF_DARK_075_K176686_P3",0.00240085929313533,0.00103356145968708,0.00420607082501144,0.00432747201137066,0.00353708949117951
"M2_BF_DARK_075_K176686_P4",0.00110668364665602,0.000474191671478302,0.00132042151870389,0.00129840921010218,0.00112056583876989
"M2_BF_DARK_075_K176687_P1",0.00227692235449432,0.00176117750635934,0.00278236468688235,0.00281469185974082,0.00256120051590515
"M2_BF_DARK_075_K176687_P2",0.00212709609751967,0.00104978182623135,0.00412400827203263,0.00460560139986773,0.00354351491710843
"M2_BF_DARK_075_K176687_P3",0.00158254943853187,0.000712095398732135,0.00355275960297168,0.00382805025748673,0.00296345328158631
"M2_BF_DARK_075_K176687_P4",0.00159655638237125,0.00100666225087032,0.00203984979991657,0.00230812586871942,0.00186922154496782
"M2_BF_DARK_075_K176688_P1",0.00254733267667753,0.0020688867896078,0.00341127446741821,0.00356560857847887,0.00315291053923945
"M2_BF_DARK_075_K176688_P2",0.00156307343623857,0.000611695642986463,0.00356741738336602,0.00387921456961629,0.00298037551593437
"M2_BF_DARK_075_K176688_P3",0.00150516488162313,0.000580770951871096,0.0030787782179742,0.00341214744403557,0.00259803859569406
"M2_BF_DARK_075_K176688_P4",0.00154723204612902,0.000893269724808387,0.00205198094609264,0.00220122464035082,0.00183400758696957
"M2_BF_DARK_080_K176518_P1",0.00358137757928501,0.00294850847323238,0.00453136204098204,0.00449157736924091,0.00415939538088103
"M2_BF_DARK_080_K176518_P2",0.00458948144260371,0.0029239131925649,0.00673243317702509,0.0069066281232915,0.00594081659943959
"M2_BF_DARK_080_K176518_P3",0.00420876507616895,0.00246873118239999,0.00597439530709577,0.00603659078581348,0.00522508112686959
"M2_BF_DARK_080_K176518_P4",0.00175920906643322,0.000974780464851731,0.00218147694665389,0.00223964876975021,0.0019338449869643
"M2_BF_DARK_080_K176519_P1",0.00229182833070513,0.00194802224104371,0.00290456546996774,0.00288487584445671,0.00267910335881013
"M2_BF_DARK_080_K176519_P2",0.00189556636744052,0.00123074602278608,0.003666025112549,0.00394164236940361,0.00318776769545871
"M2_BF_DARK_080_K176519_P3",0.00171058989633403,0.00108668139968596,0.00357357808121737,0.00379982938101647,0.00306792685868389
"M2_BF_DARK_080_K176519_P4",0.00153765480386178,0.000888503627040679,0.00198769315365117,0.00205365858029438,0.00176408088283856
"M2_BF_DARK_080_K176520_P1",0.00157228665828688,0.001345144215778,0.00213276088709696,0.00229693818290041,0.00199906982731183
"M2_BF_DARK_080_K176520_P2",0.00167487219458192,0.000770216615002405,0.00331596923635801,0.00360770143139074,0.00282423850704764
"M2_BF_DARK_080_K176520_P3",0.00184976968262302,0.000768038230888548,0.00316495502800028,0.00323998678862493,0.0026501068865407
"M2_BF_DARK_080_K176520_P4",0.00166922334771351,0.00114650004676011,0.00214845903464279,0.00225953599333329,0.00195649001876987
"M2_BF_DARK_080_K176521_P1",0.00324373583071635,0.00263727831337767,0.00418216067979646,0.00415960970051999,0.00382600044936032
"M2_BF_DARK_080_K176521_P2",0.00193020961766602,0.00102611191754469,0.00357234404316261,0.00400285449759181,0.00311166526363846
"M2_BF_DARK_080_K176521_P3",0.00141105156414166,0.000686902180011198,0.00272722484516092,0.00296213445286495,0.00233410343983773
"M2_BF_DARK_080_K176521_P4",0.00159089442647541,0.00092051359056487,0.00207729787133294,0.00218060829742676,0.00184973915355692
"M2_BF_DARK_080_K176522_P1",0.00298416554692979,0.00242679250576285,0.00386164062731458,0.00385098688507712,0.00353486386396622
"M2_BF_DARK_080_K176522_P2",0.00171431759223941,0.00096726098040816,0.002709806596543,0.00300242129223373,0.00239903861891414
"M2_BF_DARK_080_K176522_P3",0.00106401575634872,0.000560946923377923,0.00173272448960498,0.00182715910033434,0.00150125171197176
"M2_BF_DARK_080_K176522_P4",0.000786582313134598,0.000482037254005219,0.00103741887805315,0.00110907754180508,0.000934972263441583
"M2_BF_DARK_080_K176523_P1",0.00266895988531752,0.00208480960777582,0.00336570338505991,0.00338473434006561,0.00308210868960415
"M2_BF_DARK_080_K176523_P2",0.00212543564021088,0.00131271025014372,0.00372779833595358,0.00399927523146924,0.0032601567034596
"M2_BF_DARK_080_K176523_P3",0.00123349632433688,0.000544276139756914,0.00212930937489604,0.00245923251274116,0.00186000971636363
"M2_BF_DARK_080_K176523_P4",0.00154465155856161,0.00102684444409236,0.00204746580547497,0.0021211512653254,0.00183751134204534
"M2_BF_DARK_080_K176524_P1",0.00183521540179305,0.00151593474280216,0.00227816773403511,0.00223762170774642,0.00209313301308275
"M2_BF_DARK_080_K176524_P2",0.00159831674430303,0.000941069421776106,0.00243761170089103,0.0025119384481002,0.00211946341216058
"M2_BF_DARK_080_K176524_P3",0.00237607218031328,0.00114743435024376,0.00374839632764556,0.00376263867502779,0.00318181881562303
"M2_BF_DARK_080_K176524_P4",0.001540869767283,0.000800641521371458,0.00208785427534618,0.00211430192771782,0.0018147876964719
"M2_BF_DARK_080_K176525_P1",0.00293148171137265,0.00261607494313876,0.00393230348246042,0.00397144087766183,0.00364092698294481
"M2_BF_DARK_080_K176525_P2",0.00154417140167794,0.000858489544215686,0.00247617918711117,0.00277402790644006,0.00218887353120855
"M2_BF_DARK_080_K176525_P3",0.00223895714723221,0.000944599067465159,0.00346434034498244,0.00350778476991469,0.00292066988303733
"M2_BF_DARK_080_K176525_P4",0.00178763823739386,0.00110171159510004,0.00210471297588526,0.00218635849541344,0.00190844973190959
"M2_BF_DARK_080_K176526_P1",0.00230923896491012,0.00186254822288344,0.00286189834342615,0.00288180364327888,0.00264044964495799
"M2_BF_DARK_080_K176526_P2",0.00221306636723644,0.00127939074579913,0.00348262615471792,0.0036950979607682,0.0030450601322131
"M2_BF_DARK_080_K176526_P3",0.00182894825196658,0.00108892574447412,0.00351708598299393,0.00367308079357969,0.00301752554913478
"M2_BF_DARK_080_K176526_P4",0.00183324609051226,0.00105576639174268,0.00219447416491831,0.00225678936989881,0.00196474252795608
"M2_BF_DARK_080_K176527_P1",0.00339410440090941,0.00281856033800759,0.00428477283288427,0.0042620758298704,0.00394403199319881
"M2_BF_DARK_080_K176527_P2",0.0018287749483003,0.00105084325332401,0.00315107110380616,0.00353113249006841,0.0027701073518276
"M2_BF_DARK_080_K176527_P3",0.00132600657509203,0.000653523153847022,0.00248404161935629,0.00266856053937407,0.00211342113415088
"M2_BF_DARK_080_K176527_P4",0.00123494974673863,0.000760137979293099,0.00163163964390378,0.00173525777722646,0.00146669655916042
"M2_BF_DARK_080_K176528_P1",0.00307548725472848,0.00248753734005401,0.00393289878887604,0.0039025877017938,0.00359621216779117
"M2_BF_DARK_080_K176528_P2",0.00172443941136649,0.00079957122336784,0.00290960560391722,0.00303016077789177,0.00247146239148367
"M2_BF_DARK_080_K176528_P3",0.00145682257191503,0.000709080090561331,0.00255554643558578,0.00274034493786619,0.00219492871815197
"M2_BF_DARK_080_K176528_P4",0.00246573364748546,0.0016977309291304,0.00305836448150446,0.00318164380698262,0.00278903106545624
"M2_BF_DARK_083_K176540_P1",0.00249438255363457,0.00197165267704002,0.00310733562102685,0.00308010472381861,0.00284565747545626
"M2_BF_DARK_083_K176540_P2",0.00173258468001281,0.000956147729146625,0.0034601316835728,0.00379212421071991,0.00297638527111466
"M2_BF_DARK_083_K176540_P3",0.001649743003506,0.000812156790574051,0.00330202795338422,0.00365515332501926,0.0028266768708374
"M2_BF_DARK_083_K176540_P4",0.00104755665086359,0.000519486341236182,0.00137913635729354,0.00155291394386004,0.00123604758134645
"M2_BF_DARK_083_K176541_P1",0.00237060167513762,0.0021449354816216,0.00328173726505571,0.00339204567399047,0.00305120002600873
"M2_BF_DARK_083_K176541_P2",0.00105276292842203,0.000490868271902173,0.00207619694312915,0.0023320438669753,0.00178041003051752
"M2_BF_DARK_083_K176541_P3",0.00181154639136381,0.000842902755704688,0.0026560125827528,0.00284758926385872,0.00231379883915237
"M2_BF_DARK_083_K176541_P4",0.00119007926964135,0.000654714495931987,0.00139386136852017,0.00143586655604764,0.00124566089551214
"M2_BF_DARK_083_K176542_P1",0.00315907685935304,0.00262765692101742,0.00397677649052066,0.0039640788052578,0.00366587500696815
"M2_BF_DARK_083_K176542_P2",0.00231168799104771,0.00121376464866991,0.00413861980737353,0.00436007273289293,0.00354232142121286
"M2_BF_DARK_083_K176542_P3",0.0016609110221171,0.000723543999002413,0.00308522222107681,0.00318358224904621,0.00257781171446338
"M2_BF_DARK_083_K176542_P4",0.00189752737504479,0.00101786126222629,0.0023429602268158,0.00235390958071774,0.00205610927369719
"M2_BF_DARK_083_K176543_P1",0.00306706870465164,0.00250041906556777,0.00380814291084269,0.00370177897189812,0.00348177520672177
"M2_BF_DARK_083_K176543_P2",0.00125421017510792,0.000582439214150793,0.00284901620206224,0.0030915467013197,0.00239030612079002
"M2_BF_DARK_083_K176543_P3",0.00145021807435377,0.000737932140378122,0.00285944287678076,0.00302721116996904,0.00241651904286077
"M2_BF_DARK_083_K176543_P4",0.00118850541575696,0.000686085195951743,0.0014289102121951,0.00148574991660238,0.0012818103961259
"M2_BF_DARK_083_K176544_P1",0.0035664286412942,0.00290188616224807,0.00443603815560718,0.00435061510453949,0.00406526526838039
"M2_BF_DARK_083_K176544_P2",0.00164507642256268,0.000750690303026685,0.00337095558590976,0.00355587265169691,0.00282399216749701
"M2_BF_DARK_083_K176544_P3",0.0017360461641067,0.000868288153857874,0.00351218184639551,0.00368863645030418,0.0029584080707746
"M2_BF_DARK_083_K176544_P4",0.00144579461549636,0.000809055055635306,0.0018046436902422,0.00185145562092253,0.00159856440886425
"M2_BF_DARK_083_K176545_P1",0.00322226718889425,0.00270376356115436,0.00403188586009518,0.00396487554001541,0.00370878529916242
"M2_BF_DARK_083_K176545_P2",0.00190255098243879,0.000968797138898535,0.00394376685092072,0.00405109862853441,0.00329723389479067
"M2_BF_DARK_083_K176545_P3",0.00170669831801453,0.000732667952364224,0.00319881657156283,0.00329883553398421,0.00267462680823498
"M2_BF_DARK_083_K176545_P4",0.00149729393351859,0.00086695720075522,0.00196218244001342,0.00213743948152355,0.00176799168797772
"M2_BF_DARK_083_K176546_P1",0.00267368449484515,0.0021869473834331,0.0033226311961065,0.00332618281722503,0.00306615820718731
"M2_BF_DARK_083_K176546_P2",0.00118764162827033,0.000619488302352573,0.00251437161354436,0.00285962328986073,0.00216995296702331
"M2_BF_DARK_083_K176546_P3",0.00187338296279922,0.000946221733667016,0.0034294724654448,0.00360155658311423,0.00291880147944352
"M2_BF_DARK_083_K176546_P4",0.00138512533225111,0.000715215811805712,0.00181310958762626,0.00190919116895351,0.00159722696682794
"M2_BF_DARK_083_K176547_P1",0.00284276006297078,0.00224546660647069,0.00353695726799791,0.00352106190639055,0.00324196868486865
"M2_BF_DARK_083_K176547_P2",0.00202857182730614,0.00106733692009638,0.00381442241265874,0.0040337151547709,0.00324182579805855
"M2_BF_DARK_083_K176547_P3",0.00234225362785255,0.00121076231108768,0.00413102971309482,0.00430631626731257,0.0035110453077443
"M2_BF_DARK_083_K176547_P4",0.00124040610795233,0.0007042651598459,0.00162896468504823,0.00173994719083946,0.00145415531355297
"M2_BF_DARK_083_K176548_P1",0.00336566821664318,0.00290909476500651,0.00441454944847757,0.0043004151310026,0.00403826868912639
"M2_BF_DARK_083_K176548_P2",0.00139633151185145,0.000616755541206562,0.00311031076548989,0.0032901516739387,0.00258552988184843
"M2_BF_DARK_083_K176548_P3",0.00214008326162927,0.00101667120154426,0.00436007348263328,0.00443834139373429,0.00362586017618489
"M2_BF_DARK_083_K176548_P4",0.00144764465107406,0.000784218521060869,0.00200375527994004,0.00211853564390326,0.00176221598864531
"M2_BF_DARK_103_K176565_P1",0.00343257815131731,0.00304547230664374,0.00483707302895847,0.00494122164270976,0.00445484181501289
"M2_BF_DARK_103_K176565_P2",0.00207834541639525,0.00110277223855591,0.00341066366266956,0.00360906538202072,0.00295389846938427
"M2_BF_DARK_103_K176565_P3",0.00217584635392557,0.00123888109275953,0.00430622325433566,0.00449665092570914,0.00367695334123147
"M2_BF_DARK_103_K176565_P4",0.00227152785186036,0.00154172381782331,0.00306233698260108,0.00326180821268619,0.00277021991333065
"M2_BF_DARK_103_K176566_P1",0.00240945617458491,0.00211753122559013,0.00365643237489093,0.00378100530744608,0.00334100858952419
"M2_BF_DARK_103_K176566_P2",0.00106836101847405,0.000707559143033598,0.00272584687052244,0.0030799139089742,0.00235086747670936
"M2_BF_DARK_103_K176566_P3",0.00153930077960763,0.000735294202879359,0.00339805990149557,0.003633849651834,0.00285860677550059
"M2_BF_DARK_103_K176566_P4",0.00170101442346697,0.000985778639149637,0.00224633347202663,0.00234233579142518,0.00199292054140999
"M2_BF_DARK_103_K176567_P1",0.00235071300097539,0.00209133240103337,0.003109226255143,0.00305105451322242,0.00285633937142866
"M2_BF_DARK_103_K176567_P2",0.00155985123054632,0.000844794938756559,0.00316246881129581,0.00348362425332337,0.00271863461125407
"M2_BF_DARK_103_K176567_P3",0.00150745189287734,0.000733236641967013,0.0034622970125568,0.00362833826644029,0.00288215853304027
"M2_BF_DARK_103_K176567_P4",0.00134664844450016,0.000789150373030382,0.00178730602349497,0.00187258848894519,0.00159050759004945
"M2_BF_DARK_103_K176568_P1",0.00217333741952951,0.00178505492687918,0.00315215940973943,0.00317814152620107,0.00284913688830549
"M2_BF_DARK_103_K176568_P2",0.00113081943145362,0.000500019574414917,0.00235593422520895,0.00257597694943483,0.00198821114220589
"M2_BF_DARK_103_K176568_P3",0.00161025290773882,0.00089960203609687,0.00315726806082886,0.0034950118740002,0.00273259946033941
"M2_BF_DARK_103_K176568_P4",0.00141173485437849,0.000660715280701242,0.00178018613007847,0.00178904231425689,0.00153964951677907
"M2_BF_DARK_103_K176569_P1",0.00328675600766717,0.00288407706556468,0.00459748572541725,0.00460490098972314,0.00420472182334371
"M2_BF_DARK_103_K176569_P2",0.000924988032706185,0.000327609282671162,0.00241592215213067,0.00267663440845432,0.00200216063185122
"M2_BF_DARK_103_K176569_P3",0.00103933490273336,0.000565596199519468,0.0031592506121677,0.00349675961234974,0.00265166827786467
"M2_BF_DARK_103_K176569_P4",0.00171082957303965,0.00100633676557049,0.00233921399447778,0.00239936818227007,0.00205755770139266
"M2_BF_DARK_103_K176570_P1",0.00269935465956153,0.00249965264592945,0.00390778358246413,0.00415172699937128,0.00365655996326965
"M2_BF_DARK_103_K176570_P2",0.000923553505622598,0.000415611353448401,0.00254055726045526,0.00288749756717404,0.00214095947319269
"M2_BF_DARK_103_K176570_P3",0.00160639915743413,0.000723570711841328,0.00353502032638764,0.00376396799411345,0.0029564184643384
"M2_BF_DARK_103_K176570_P4",0.00171629998876427,0.000806616782827013,0.002154585490222,0.00221029493406134,0.00187622810785818
"M2_BF_DARK_103_K176571_P1",0.00272878125599431,0.00227831323054637,0.00340044511023891,0.0033489142338245,0.00313064152619806
