"","u","s","m","l","lum"
"M2_BF_DARK_149_K176760_P1",0.00301062442736061,0.00227223722931716,0.00395233181333973,0.00393274286342368,0.00357560981830197
"M2_BF_DARK_149_K176760_P2",0.00208995102497943,0.000930713939896068,0.00435981041191391,0.00467141201534694,0.00367094120229812
"M2_BF_DARK_149_K176760_P3",0.00153808419015273,0.000577385407648152,0.00319961067155176,0.00341244182045145,0.00266260537082541
"M2_BF_DARK_149_K176760_P4",0.00229960921611794,0.0012027520298122,0.00296207874661639,0.00300579840325959,0.00259093167652974
"M2_BF_DARK_149_K176761_P1",0.00363784675773962,0.00276568727682576,0.00467322259777314,0.00465392441457996,0.0042445560385566
"M2_BF_DARK_149_K176761_P2",0.00207343543658473,0.00120765535786693,0.00430616994449192,0.00470601929949273,0.00371151421093936
"M2_BF_DARK_149_K176761_P3",0.00146516699988313,0.00061286371749406,0.0033578536723593,0.00364154260449212,0.00280143679970098
"M2_BF_DARK_149_K176761_P4",0.00192359693322479,0.00103556140612965,0.0025075077040126,0.00249237251708162,0.00217963501946574
"M2_BF_DARK_149_K176762_P1",0.00303103724428354,0.00243691719400095,0.00391034660933835,0.00395835194265169,0.0035919071999411
"M2_BF_DARK_149_K176762_P2",0.00137540725751068,0.000701427403301945,0.00315677014339411,0.00343598112948978,0.002674446744837
"M2_BF_DARK_149_K176762_P3",0.00156952844506292,0.000811696881001095,0.00309548039782399,0.00336110945037331,0.00264490525975117
"M2_BF_DARK_149_K176762_P4",0.00200224784493828,0.00125828104004774,0.00262067987283617,0.00271257039027375,0.00234265490745904
"M2_BF_DARK_149_K176763_P1",0.00397890220582106,0.00322043153479593,0.00494783001560014,0.00491162354709753,0.00454833366414814
"M2_BF_DARK_149_K176763_P2",0.00158056531789483,0.000729704162709701,0.00356928591250045,0.00374871189898529,0.0029682390590474
"M2_BF_DARK_149_K176763_P3",0.00193759391552209,0.000955835172657397,0.00402008180115538,0.00425926799840547,0.00338720047472319
"M2_BF_DARK_149_K176763_P4",0.00231770579704127,0.00150854006054579,0.00303071240733129,0.00307148014360619,0.00270228180297257
"M2_BF_DARK_149_K176764_P1",0.0035021187726861,0.00273039922769364,0.00455706269359471,0.0045392373280088,0.0041475157998783
"M2_BF_DARK_149_K176764_P2",0.00150939080284236,0.000771621813490472,0.00330911471991205,0.00365864177177954,0.00281362893672146
"M2_BF_DARK_149_K176764_P3",0.00153655082893668,0.000693664100247238,0.00342346486187754,0.00366981565420336,0.00286238866048276
"M2_BF_DARK_149_K176764_P4",0.00247566705967423,0.00161662006070754,0.0032309030481636,0.00326411710155054,0.00287852983083804
"M2_BF_DARK_149_K176765_P1",0.00342400876854656,0.00257664939938228,0.00450042912459621,0.0045322219791491,0.00408236916519203
