wave;IRR_dark_10cm
617.32;0.00049
617.9;0.00050
618.48;0.00050
619.06;0.00051
619.64;0.00050
620.22;0.00051
620.8;0.00050
621.38;0.00051
621.96;0.00050
622.54;0.00051
623.12;0.00052
623.69;0.00052
624.27;0.00052
624.85;0.00049
625.43;0.00049
626.01;0.00049
626.59;0.00050
627.17;0.00051
627.75;0.00052
628.33;0.00050
628.91;0.00049
629.49;0.00050
630.06;0.00052
630.64;0.00052
631.22;0.00051
631.8;0.00051
632.38;0.00050
632.96;0.00050
633.54;0.00050
634.12;0.00053
634.69;0.00053
635.27;0.00053
635.85;0.00052
636.43;0.00054
637.01;0.00054
637.59;0.00054
638.17;0.00053
638.74;0.00054
639.32;0.00053
639.9;0.00054
640.48;0.00053
641.06;0.00054
641.64;0.00054
642.21;0.00053
642.79;0.00053
643.37;0.00052
643.95;0.00052
644.53;0.00052
645.1;0.00051
645.68;0.00050
646.26;0.00049
646.84;0.00051
647.42;0.00050
647.99;0.00052
648.57;0.00048
649.15;0.00050
649.73;0.00048
650.3;0.00049
650.88;0.00047
651.46;0.00049
652.04;0.00048
652.61;0.00049
653.19;0.00049
653.77;0.00050
654.35;0.00050
654.92;0.00053
655.5;0.00051
656.08;0.00049
656.66;0.00046
657.23;0.00047
657.81;0.00049
658.39;0.00052
658.96;0.00053
659.54;0.00054
660.12;0.00052
660.69;0.00051
661.27;0.00052
661.85;0.00056
662.43;0.00055
663;0.00054
663.58;0.00051
664.16;0.00053
664.73;0.00053
665.31;0.00053
665.89;0.00053
666.46;0.00052
667.04;0.00052
667.61;0.00051
668.19;0.00050
668.77;0.00048
669.34;0.00050
669.92;0.00050
670.5;0.00049
671.07;0.00049
671.65;0.00047
672.23;0.00048
672.8;0.00050
673.38;0.00050
673.95;0.00051
674.53;0.00051
675.11;0.00053
675.68;0.00052
676.26;0.00048
676.83;0.00047
677.41;0.00047
677.98;0.00049
678.56;0.00049
679.14;0.00049
679.71;0.00051
680.29;0.00052
680.86;0.00053
681.44;0.00052
682.01;0.00051
682.59;0.00050
683.16;0.00050
683.74;0.00052
684.32;0.00053
684.89;0.00052
685.47;0.00050
686.04;0.00048
686.62;0.00047
687.19;0.00047
687.77;0.00048
688.34;0.00050
688.92;0.00051
689.49;0.00053
690.07;0.00056
690.64;0.00060
691.22;0.00062
691.79;0.00063
692.37;0.00065
692.94;0.00068
693.52;0.00069
694.09;0.00071
694.67;0.00073
695.24;0.00076
695.81;0.00076
696.39;0.00080
696.96;0.00083
697.54;0.00086
698.11;0.00085
698.69;0.00085
699.26;0.00087
699.84;0.00088
700.41;0.00090
700.98;0.00091
701.56;0.00095
702.13;0.00097
702.71;0.00100
703.28;0.00101
703.85;0.00104
704.43;0.00106
705;0.00107
705.58;0.00109
706.15;0.00110
706.72;0.00113
707.3;0.00116
707.87;0.00119
708.44;0.00121
709.02;0.00124
709.59;0.00128
710.17;0.00130
710.74;0.00131
711.31;0.00132
711.89;0.00135
712.46;0.00138
713.03;0.00140
713.61;0.00142
714.18;0.00142
714.75;0.00143
715.33;0.00144
715.9;0.00144
716.47;0.00142
717.05;0.00140
717.62;0.00137
718.19;0.00135
718.76;0.00136
719.34;0.00139
719.91;0.00145
720.48;0.00151
721.06;0.00159
721.63;0.00163
722.2;0.00164
722.77;0.00162
723.35;0.00163
723.92;0.00165
724.49;0.00168
725.06;0.00169
725.64;0.00173
726.21;0.00176
726.78;0.00179
727.35;0.00179
727.93;0.00179
728.5;0.00182
729.07;0.00184
729.64;0.00189
730.22;0.00191
730.79;0.00193
731.36;0.00195
731.93;0.00199
732.5;0.00205
733.08;0.00207
733.65;0.00210
734.22;0.00211
734.79;0.00213
735.36;0.00213
735.94;0.00214
736.51;0.00215
737.08;0.00218
737.65;0.00218
738.22;0.00218
738.79;0.00218
739.37;0.00220
739.94;0.00223
740.51;0.00225
741.08;0.00225
741.65;0.00226
742.22;0.00228
742.79;0.00231
743.36;0.00233
743.94;0.00231
744.51;0.00230
745.08;0.00232
745.65;0.00237
746.22;0.00238
746.79;0.00240
747.36;0.00235
747.93;0.00234
748.5;0.00233
749.07;0.00233
749.65;0.00238
750.22;0.00236
750.79;0.00234
751.36;0.00230
751.93;0.00229
752.5;0.00230
753.07;0.00231
753.64;0.00232
754.21;0.00231
754.78;0.00229
755.35;0.00230
755.92;0.00230
756.49;0.00229
757.06;0.00227
757.63;0.00220
758.2;0.00205
758.77;0.00177
759.34;0.00141
759.91;0.00110
760.48;0.00092
761.05;0.00090
761.62;0.00098
762.19;0.00107
762.76;0.00111
763.33;0.00113
763.9;0.00117
764.47;0.00125
765.04;0.00137
765.61;0.00147
766.18;0.00158
766.75;0.00164
767.32;0.00168
767.89;0.00171
768.46;0.00174
769.03;0.00176
769.6;0.00173
770.17;0.00171
770.74;0.00167
771.31;0.00163
771.87;0.00161
772.44;0.00160
773.01;0.00156
773.58;0.00148
774.15;0.00144
774.72;0.00141
775.29;0.00139
775.86;0.00135
776.43;0.00130
776.99;0.00129
777.56;0.00125
778.13;0.00121
778.7;0.00115
779.27;0.00112
779.84;0.00112
780.41;0.00110
780.98;0.00110
781.54;0.00102
782.11;0.00097
782.68;0.00089
783.25;0.00088
783.82;0.00089
784.39;0.00086
784.95;0.00081
785.52;0.00074
786.09;0.00071
786.66;0.00068
787.23;0.00067
787.79;0.00069
788.36;0.00074
788.93;0.00081
789.5;0.00074
790.07;0.00068
790.63;0.00061
791.2;0.00059
791.77;0.00057
792.34;0.00054
792.9;0.00050
793.47;0.00051
794.04;0.00052
794.61;0.00059
795.17;0.00057
795.74;0.00054
796.31;0.00064
796.88;0.00072
797.44;0.00072
798.01;0.00061
798.58;0.00055
799.15;0.00060
799.71;0.00053
800.28;0.00050
800.85;0.00041
801.41;0.00047
801.98;0.00046
802.55;0.00045
803.11;0.00040
803.68;0.00039
804.25;0.00037
804.81;0.00039
805.38;0.00042
805.95;0.00043
806.51;0.00046
807.08;0.00040
807.65;0.00044
808.21;0.00036
808.78;0.00040
809.35;0.00050
809.91;0.00050
810.48;0.00057
811.05;0.00041
811.61;0.00036
812.18;0.00020
812.74;0.00012
813.31;0.00016
813.88;0.00013
814.44;0.00009
815.01;0.00000
815.57;-0.00004
816.14;-0.00012
816.71;-0.00023
817.27;-0.00031
817.84;-0.00024
818.4;-0.00014
818.97;-0.00009
819.53;-0.00008
820.1;-0.00015
820.67;-0.00015
821.23;-0.00024
821.8;-0.00027
822.36;-0.00034
822.93;-0.00033
823.49;-0.00035
824.06;-0.00021
824.62;-0.00015
825.19;-0.00012
825.75;-0.00019
826.32;-0.00020
826.88;-0.00025
827.45;-0.00013
828.01;-0.00017
828.58;-0.00017
829.14;-0.00029
829.71;-0.00027
830.27;-0.00028
830.84;-0.00035
831.4;-0.00038
831.97;-0.00037
832.53;-0.00032
833.1;-0.00030
833.66;-0.00026
834.23;-0.00024
834.79;-0.00029
835.35;-0.00033
835.92;-0.00028
836.48;-0.00028
837.05;-0.00028
837.61;-0.00034
838.18;-0.00031
838.74;-0.00015
839.3;-0.00018
839.87;-0.00007
840.43;-0.00021
841;-0.00018
841.56;-0.00023
842.12;-0.00032
842.69;-0.00037
843.25;-0.00041
843.81;-0.00032
844.38;-0.00027
844.94;-0.00028
845.51;-0.00031
846.07;-0.00034
846.63;-0.00042
847.2;-0.00039
847.76;-0.00029
848.32;-0.00029
848.89;-0.00041
849.45;-0.00059
850.01;-0.00055
850.58;-0.00055
851.14;-0.00047
851.7;-0.00051
852.27;-0.00059
852.83;-0.00065
853.39;-0.00074
853.95;-0.00069
854.52;-0.00064
855.08;-0.00047
855.64;-0.00045
856.21;-0.00040
856.77;-0.00037
857.33;-0.00039
857.89;-0.00043
858.46;-0.00055
859.02;-0.00048
859.58;-0.00060
860.14;-0.00057
860.71;-0.00054
861.27;-0.00045
861.83;-0.00046
862.39;-0.00053
862.96;-0.00062
863.52;-0.00055
864.08;-0.00046
864.64;-0.00041
865.2;-0.00053
865.77;-0.00068
866.33;-0.00074
866.89;-0.00078
867.45;-0.00081
868.01;-0.00071
868.58;-0.00067
869.14;-0.00072
869.7;-0.00074
870.26;-0.00083
870.82;-0.00079
871.38;-0.00088
871.95;-0.00086
872.51;-0.00091
873.07;-0.00065
873.63;-0.00063
874.19;-0.00063
874.75;-0.00092
875.31;-0.00098
875.88;-0.00095
876.44;-0.00098
877;-0.00091
877.56;-0.00096
878.12;-0.00082
878.68;-0.00084
879.24;-0.00073
879.8;-0.00091
880.36;-0.00088
880.92;-0.00100
881.48;-0.00098
882.05;-0.00104
882.61;-0.00090
883.17;-0.00082
883.73;-0.00078
884.29;-0.00091
884.85;-0.00092
885.41;-0.00087
885.97;-0.00087
886.53;-0.00081
887.09;-0.00083
887.65;-0.00078
888.21;-0.00087
888.77;-0.00080
889.33;-0.00074
889.89;-0.00071
890.45;-0.00064
891.01;-0.00069
891.57;-0.00063
892.13;-0.00079
892.69;-0.00087
893.25;-0.00096
893.81;-0.00096
894.37;-0.00097
894.93;-0.00100
895.49;-0.00091
896.05;-0.00076
896.61;-0.00074
897.17;-0.00079
897.73;-0.00089
898.29;-0.00080
898.85;-0.00077
899.41;-0.00077
899.96;-0.00079
900.52;-0.00083
901.08;-0.00083
901.64;-0.00091
902.2;-0.00083
902.76;-0.00004
903.32;0.00013
903.88;0.00002
904.44;-0.00080
905;-0.00100
905.55;-0.00096
906.11;-0.00096
906.67;-0.00078
907.23;-0.00075
907.79;-0.00076
908.35;-0.00085
908.91;-0.00091
909.46;-0.00077
910.02;-0.00065
910.58;-0.00051
911.14;-0.00056
911.7;-0.00056
912.26;-0.00066
912.81;-0.00073
913.37;-0.00084
913.93;-0.00082
914.49;-0.00082
915.05;-0.00090
915.61;-0.00091
916.16;-0.00088
916.72;-0.00088
917.28;-0.00091
917.84;-0.00096
918.39;-0.00099
918.95;-0.00102
919.51;-0.00093
920.07;-0.00068
920.62;-0.00075
921.18;-0.00068
921.74;-0.00083
922.3;-0.00085
922.85;-0.00090
923.41;-0.00092
923.97;-0.00080
924.53;-0.00093
925.08;-0.00092
925.64;-0.00091
926.2;-0.00090
926.75;-0.00095
927.31;-0.00095
927.87;-0.00093
928.43;-0.00083
928.98;-0.00082
929.54;-0.00065
930.1;-0.00056
930.65;-0.00045
931.21;-0.00033
931.77;-0.00006
932.32;0.00009
932.88;0.00010
933.44;-0.00001
933.99;-0.00006
934.55;-0.00005
935.11;0.00000
935.66;0.00006
936.22;0.00030
936.77;0.00034
937.33;0.00035
937.89;0.00003
938.44;0.00028
939;0.00015
939.55;0.00027
940.11;-0.00009
940.67;0.00019
941.22;0.00026
941.78;0.00035
942.33;0.00028
942.89;0.00028
943.44;0.00013
944;0.00016
944.56;0.00011
945.11;0.00024
945.67;0.00042
946.22;0.00047
946.78;0.00053
947.33;0.00035
947.89;0.00034
948.44;0.00018
949;0.00012
949.55;0.00014
950.11;0.00011
950.66;0.00016
951.22;0.00007
951.77;0.00021
952.33;0.00023
952.88;0.00036
953.44;0.00063
953.99;0.00059
954.55;0.00036
955.1;0.00009
955.66;-0.00005
956.21;-0.00003
956.77;-0.00009
957.32;-0.00006
957.88;0.00003
958.43;0.00001
958.98;0.00001
959.54;-0.00003
960.09;-0.00010
960.65;-0.00012
961.2;-0.00020
961.75;-0.00018
962.31;-0.00024
962.86;-0.00024
963.42;-0.00012
963.97;-0.00017
964.52;-0.00016
965.08;-0.00035
965.63;-0.00026
966.19;-0.00031
966.74;-0.00037
967.29;-0.00026
967.85;-0.00019
968.4;-0.00020
968.95;-0.00028
969.51;-0.00034
970.06;-0.00025
970.61;-0.00036
971.17;-0.00041
971.72;-0.00053
972.27;-0.00059
972.83;-0.00037
973.38;-0.00015
973.93;-0.00009
974.49;-0.00029
975.04;-0.00055
975.59;-0.00049
976.14;-0.00049
976.7;-0.00032
977.25;-0.00046
977.8;-0.00039
978.35;-0.00050
978.91;-0.00042
979.46;-0.00035
980.01;-0.00047
980.57;-0.00053
981.12;-0.00057
981.67;-0.00031
982.22;-0.00030
982.77;-0.00048
983.33;-0.00061
983.88;-0.00054
984.43;-0.00059
984.98;-0.00057
985.54;-0.00072
986.09;-0.00073
986.64;-0.00073
987.19;-0.00067
987.74;-0.00049
988.29;-0.00017
988.85;0.00024
989.4;0.00042
989.95;0.00010
990.5;-0.00011
991.05;-0.00033
991.6;-0.00029
992.16;-0.00028
992.71;-0.00030
993.26;-0.00045
993.81;-0.00063
994.36;-0.00020
994.91;-0.00003
995.46;0.00020
996.01;-0.00005
996.57;0.00043
997.12;0.00017
997.67;0.00026
998.22;-0.00028
998.77;-0.00010
999.32;-0.00043
999.87;-0.00044
1000.42;-0.00043
1000.97;-0.00009
1001.52;0.00008
1002.07;0.00034
1002.62;0.00039
1003.17;0.00018
1003.72;0.00001
1004.27;0.00012
1004.83;0.00030
1005.38;0.00070
1005.93;0.00021
1006.48;0.00030
1007.03;-0.00016
1007.58;0.00026
1008.13;0.00075
1008.68;0.00095
1009.23;0.00059
1009.78;0.00040
1010.33;0.00049
1010.88;0.00106
1011.43;0.00162
1011.97;0.00133
1012.52;0.00109
1013.07;0.00037
1013.62;0.00038
1014.17;0.00026
1014.72;-0.00005
1015.27;0.00048
1015.82;0.00039
1016.37;0.00055
1016.92;0.00041
1017.47;0.00059
1018.02;0.00076
1018.57;0.00069
1019.12;0.00102
1019.67;0.00080
1020.21;0.00058
1020.76;0.00035
1021.31;0.00054
1021.86;0.00038
1022.41;0.00045
1022.96;0.00038
1023.51;0.00075
1024.06;0.00060
1024.6;0.00124
1025.15;0.00093
1025.7;0.00085
1026.25;0.00060
1026.8;0.00122
1027.35;0.00269
1027.89;0.00377
1028.44;0.00341
1028.99;0.00229
1029.54;0.00105
1030.09;0.00182
1030.63;0.00155
1031.18;0.00199
1031.73;0.00223
1032.28;0.00279
1032.83;0.00243
1033.37;0.00173
1033.92;0.00238
1034.47;0.00277
1035.02;0.00241
1035.56;0.00126
1036.11;0.00184
1036.66;0.00218
1037.21;0.00251
1037.75;0.00153
1038.3;0.00207
1038.85;0.00220
1039.4;0.00358
1039.94;0.00439
1040.49;0.00531
1041.04;0.00466
1041.58;0.00397
1042.13;0.00325
1042.68;0.00247
1043.22;0.00215
1043.77;0.00362
1044.32;0.00407
1044.86;0.00427
1045.41;0.00343
1045.96;0.00385
1046.5;0.00407
1047.05;0.00361
1047.6;0.00298
1048.14;0.00322
1048.69;0.00394
